,subject,verb,v_count,v_freq
0,i,have,586,0.07725774555042848
1,i,want,424,0.05589980224126566
2,i,go,330,0.043506921555702044
3,i,do,226,0.02979564930784443
4,i,get,203,0.026763348714568227
5,i,tell,169,0.022280817402768622
6,i,like,160,0.02109426499670402
7,i,know,154,0.02030323005932762
8,i,start,145,0.01911667765326302
9,i,love,137,0.01806196440342782
10,i,try,114,0.015029663810151615
11,i,think,111,0.014634146341463415
12,i,say,110,0.014502307185234015
13,i,see,103,0.013579433091628214
14,i,ask,96,0.012656558998022413
15,i,take,96,0.012656558998022413
16,i,use,85,0.01120632827949901
17,i,make,84,0.011074489123269611
18,he,have,80,0.01054713249835201
19,i,find,77,0.01015161502966381
20,i,call,68,0.00896506262359921
21,i,need,66,0.008701384311140408
22,she,have,63,0.008305866842452209
23,i,saw,63,0.008305866842452209
24,i,put,59,0.007778510217534608
25,i,meet,57,0.007514831905075807
26,i,hear,54,0.007119314436387607
27,i,show,53,0.006987475280158207
28,i,write,52,0.0068556361239288065
29,i,remember,51,0.0067237969676994065
30,i,give,49,0.0064601186552406065
31,i,spend,49,0.0064601186552406065
32,i,learn,46,0.006064601186552406
33,i,decide,40,0.005273566249176005
34,i,read,39,0.005141727092946605
35,he,say,39,0.005141727092946605
36,i,begin,38,0.005009887936717205
37,i,mean,36,0.004746209624258405
38,she,do,33,0.004350692155570204
39,i,keep,33,0.004350692155570204
40,he,go,32,0.004218852999340804
41,she,say,31,0.004087013843111404
42,i,bring,30,0.003955174686882004
43,i,feel,29,0.0038233355306526036
44,i,felt,29,0.0038233355306526036
45,he,do,29,0.0038233355306526036
46,i,leave,28,0.0036914963744232037
47,i,understand,27,0.0035596572181938037
48,i,lose,27,0.0035596572181938037
49,i,study,26,0.0034278180619644032
50,i,look,26,0.0034278180619644032
51,i,play,25,0.0032959789057350032
52,i,realize,24,0.0031641397495056033
53,i,discover,24,0.0031641397495056033
54,he,take,23,0.003032300593276203
55,i,create,23,0.003032300593276203
